spasticity,"['C0030552', 'C0392699', 'C0040822', 'C0233565', 'C0037763']"
spearman,['C0344315']
spec,['C0859032']
specifier,"['C0240805', 'C0917799', 'C0424230', 'C0022107', 'C0007398']"
speckled,['C0241157']
speeding,['C0312422']
spell,"['C0312422', 'C0233647', 'C0085639', 'C0028084']"
spelling,['C0233647']
spem,"['C0013362', 'C0085636', 'C0233565']"
spend,['C0205254']
spent,['C0205254']
spermicide,['C0239301']
sperry,['C0554980']
spet,['C0347938']
spherocytosis,['C0020639']
sphincteric,['C0242453']
spiculated,['C0034079']
spicy,"['C0085624', 'C0677500', 'C0149696', 'C0016204']"
spiegelmanb,['C0085606']
spilling,['C0008301']
spinal,['C0036396']
spindled,['C0741302']
spine,['C0024031']
spinee,"['C0024031', 'C0036396']"
spinocerebellar,"['C0004134', 'C0234133']"
spirometric,"['C0425488', 'C0337672', 'C0743482', 'C0232118']"
spirometry,"['C0013404', 'C0425488', 'C0035508', 'C0337672']"
spit,"['C0013132', 'C0037383']"
spleen,['C0038002']
splenectomy,['C0038002']
splenic,['C0038002']
splenosis,['C1313921']
split,['C0085639']
spms,['C0347938']
spmsq,"['C0338656', 'C0425251']"
spoil,['C0847488']
spoken,['C0233647']
spondylitis,['C0036396']
spondylodiscitis,['C0036396']
spondylolisthesis,['C0036396']
spondylolysis,['C0036396']
spondylosis,"['C0036396', 'C0024031']"
spondylotic,"['C0024031', 'C0036396']"
spongiosis,"['C0241157', 'C0038999']"
spontaneous,"['C0036572', 'C0037763']"
spontaneously,"['C0037763', 'C0036572', 'C0041657']"
sporadic,['C0004134']
sport,['C0205254']
sports,['C0205254']
spot,['C0443260']
sppb,['C0871754']
spq,['C0233467']
sprain,"['C0036396', 'C0024031']"
sprout,['C0241158']
sprue,['C0149696']
spt,['C0038990']
sptb,"['C0860096', 'C0006157']"
spurt,['C0576456']
sputum,"['C0010200', 'C0032739']"
squeak,"['C0872410', 'C0037383']"
squint,"['C0085636', 'C0026961', 'C0085635']"
sraw,['C0020578']
srotas,['C0016204']
srss,"['C0036572', 'C0041657', 'C0751229']"
ssep,['C0030552']
ssnhl,"['C0034880', 'C0040264']"
stab,['C0008301']
stable,['C0231441']
staccato,['C0872410']
stadt,['C0221232']
staghorn,['C1313921']
stale,"['C0312422', 'C0859032', 'C0008301']"
stand,['C0085639']
standardbred,['C0311395']
standstill,"['C0232201', 'C0520887']"
stanfield,['C0554980']
stanza,['C0233647']
stare,"['C0008301', 'C0872410', 'C0220870', 'C0234450', 'C0037383']"
starry,"['C0443260', 'C0085635']"
start,['C0424092']
startle,"['C0040264', 'C0034880', 'C0030318']"
startling,['C0028084']
stasis,"['C0020649', 'C0016382', 'C0231187', 'C0700292']"
statementann,['C0744740']
stature,['C0019572']
status,['C0041667']
stave,['C0085639']
stay,['C0085639']
steadiness,['C0233565']
steal,"['C0008301', 'C0312422']"
steatorrhea,"['C0149696', 'C0016204', 'C1291077', 'C0032617', 'C0009806']"
stemus,['C0520886']
stenosis,"['C0221198', 'C0205400']"
stereogram,['C0542044']
stereotyped,"['C0542073', 'C0872410']"
stereotypic,"['C0872410', 'C0542073', 'C0009024', 'C0233844', 'C0242143']"
stereotypical,['C0542073']
stereotypy,"['C0872410', 'C0009024', 'C0233844', 'C0242143', 'C0040822']"
stereoview,['C0429562']
sterilisation,['C0156543']
sternomastoid,['C0231530']
steroidal,['C0239301']
steroids,['C0003862']
stethoscope,"['C0240100', 'C0006318']"
stiff,['C0427008']
stiffen,['C0427008']
stiffening,['C0427008']
stiffer,['C0427008']
stifle,['C0311395']
stigma,['C0233481']
stillbirth,['C0156543']
stillbirths,"['C0860096', 'C0156543']"
stillborn,"['C0156543', 'C0006157']"
sting,"['C0677500', 'C0033774', 'C0085624']"
stinger,['C0038999']
stinging,"['C0677500', 'C0085624', 'C0033774', 'C0332575', 'C0423571']"
stir,['C0085631']
stiﬂe,['C0311395']
stomach,"['C0009806', 'C0016204', 'C0232726']"
stomatitis,"['C0033774', 'C0231528', 'C0004093', 'C0027497', 'C0012833']"
stone,"['C1313921', 'C0242453', 'C0018965']"
stool,"['C0011991', 'C0744492', 'C0016204', 'C0009806', 'C0232726']"
stop,['C0424092']
stopp,['C0871754']
stoppage,"['C0312422', 'C0559546', 'C0016382', 'C0220870', 'C0428977']"
stopword,['C0233647']
storiform,['C0741302']
straightening,['C0277845']
strange,['C0558261']
strangely,"['C0847488', 'C0558261']"
strangulation,['C0008301']
streak,"['C0241157', 'C0205400']"
stremlau,['C0016927']
strength,"['C0427008', 'C0231230']"
strenuous,"['C0205254', 'C0848168', 'C0392674', 'C0015672']"
stress,"['C0235396', 'C0392674']"
stressed,['C0235396']
stressful,"['C0233481', 'C0438696']"
stressinduced,['C0235396']
striae,['C0019572']
stroking,['C0231530']
structure,['C0429562']
strut,['C0241158']
stubborn,"['C0847488', 'C0558261']"
studien,['C0221232']
studyage,['C0871754']
studyaliment,['C0018834']
studybju,['C0242453']
stuffiness,"['C0037383', 'C0085624', 'C0019825', 'C0848340', 'C0677500']"
stumble,"['C0558261', 'C0312422', 'C0008301']"
stun,"['C0008301', 'C0558261', 'C0028084']"
stunned,['C0231530']
stunning,"['C0020578', 'C0231530', 'C0149746', 'C0039070', 'C0428977']"
stunt,"['C0041667', 'C0019214', 'C0576456', 'C0019209', 'C0497406']"
stunting,"['C0041667', 'C0011991', 'C0497406']"
stupid,"['C0558261', 'C0847488']"
stuttering,"['C0234133', 'C0040264', 'C0233844']"
subacromial,['C0036396']
subacute,"['C0024031', 'C0030552']"
subarachnoid,['C0019080']
subarachnoidal,"['C0019080', 'C1313921']"
subcarinal,"['C0034079', 'C0740844', 'C0264576']"
subchronic,['C0728899']
subclinical,"['C0231221', 'C0425560']"
subconjunctival,['C0026961']
subcorneal,['C0241157']
subcortical,['C0347938']
subcuti,['C0241157']
subcuticular,['C0008767']
subdiaphragmatic,['C1313921']
subdural,"['C0019080', 'C0036572']"
subendocardial,"['C0520886', 'C0520887']"
subendothelial,['C0241158']
subepidermal,['C0241157']
subepithelial,['C0205400']
subgaleal,['C1313921']
subglottic,"['C0038450', 'C0019825']"
subharmonic,['C0542044']
subheading,['C0233647']
subhepatic,['C1313921']
subintimal,['C0241158']
subjacent,"['C0205400', 'C0241158']"
subjective,"['C0040264', 'C0015672']"
subjectivity,['C1299586']
submandibular,"['C0038990', 'C0019825']"
submassive,['C0578150']
submaxillary,['C0038990']
submaximal,"['C0392674', 'C0149746']"
submesothelial,['C0241158']
subnormal,['C0032617']
subphrenic,"['C1313921', 'C0740844']"
subpleural,"['C0743482', 'C0035508', 'C0264576', 'C0205400', 'C0034079']"
subscore,['C0233565']
subsegmental,['C0264576']
subside,"['C1517205', 'C0033774', 'C0085624']"
substernal,"['C0038450', 'C0019825', 'C0235710', 'C0264576', 'C0030252']"
substructure,['C0429562']
subtenon,['C0026961']
subthalamic,"['C0040264', 'C0040822']"
subtitle,['C0233647']
subtlety,['C1299586']
subtotal,"['C0018932', 'C0004604', 'C0030552', 'C0018965', 'C0013428']"
subungual,"['C0332573', 'C0013491', 'C0241157']"
suburothelial,['C0242453']
subzero,['C0085593']
succinylcholine,"['C0020578', 'C0428977', 'C0020649', 'C0026961']"
suck,"['C0013132', 'C0008301', 'C0581912', 'C0037383']"
sucking,"['C0013132', 'C0576456', 'C0038450', 'C0010520', 'C0872410']"
suckling,['C0576456']
sucrose,['C0085593']
suctioning,"['C0038450', 'C0020578']"
sud,['C0438696']
sudden,"['C0039070', 'C0312422', 'C0030252', 'C0020649', 'C0037763']"
sudep,"['C0039070', 'C0036572', 'C0428977', 'C0438696']"
sudomotor,"['C0423571', 'C0392699', 'C0030554']"
suds,['C0438696']
suffer,['C0424092']
sufferer,"['C0742985', 'C0917801', 'C0018681', 'C0233481']"
suffering,['C0233481']
sufficiency,['C0020175']
suffocation,"['C0008301', 'C0028084', 'C0312422', 'C0232602', 'C0037383']"
suggested,['C0020461']
suggestive,"['C0277797', 'C0205400', 'C0019209', 'C0232498', 'C0019214']"
suicide,"['C0438696', 'C0237154']"
suisse,"['C0038999', 'C0221198']"
summon,['C0558261']
sumpter,['C0554980']
suna,"['C0236018', 'C0018681', 'C0042571', 'C0037763', 'C0423571']"
sunct,"['C0236018', 'C0042571', 'C0018681', 'C0423571', 'C0392699']"
sunken,"['C0030232', 'C0010520', 'C0023380', 'C0000731', 'C0013491']"
supercooling,['C0085593']
superficial,"['C0041834', 'C0221198']"
superimposable,['C0429562']
superimpose,['C0429562']
superlinear,['C0542044']
supernormal,['C0034880']
superpose,['C0429562']
superposition,['C0429562']
supervene,"['C0231187', 'C0231221', 'C0019080']"
supine,['C0578150']
supplementation,['C0043094']
suppuration,"['C0013491', 'C0008767', 'C0241157', 'C0041834', 'C0038999']"
supracervical,['C1384606']
supraglottic,"['C0038450', 'C0019825']"
suprahyoid,['C0019825']
supramaximal,['C0231530']
supranormal,"['C0578150', 'C0425488']"
supranuclear,"['C0234133', 'C0004134']"
suprapatellar,['C0018862']
suprapubic,"['C0013428', 'C1384606']"
suprasternal,['C0006318']
suprathreshold,['C0231530']
supraventricular,"['C0232201', 'C0039070', 'C0235710', 'C0520886']"
surae,['C0231530']
surgcrim,['C0085606']
surghpb,"['C0003962', 'C1313921']"
surgjiapsjournal,['C1313921']
surprised,"['C0847488', 'C0558261']"
survivor,['C0871754']
susar,['C0559546']
suspect,"['C0231221', 'C0424749', 'C0578150']"
suspected,"['C0000727', 'C0424749', 'C0151315', 'C0008031', 'C0000737']"
suspicion,"['C0231221', 'C0424749', 'C0277977', 'C0232498']"
suspiciousness,"['C0424230', 'C0233467']"
sustained,['C1517205']
sutured,['C0008767']
suus,['C1384606']
suv,['C0034079']
suvmax,['C0034079']
suvr,['C0347938']
suxamethonium,"['C0026961', 'C0428977']"
svo,['C0233647']
svt,"['C0039070', 'C0232201', 'C0520886', 'C0520887', 'C0428977']"
swallow,"['C0013132', 'C0019825', 'C0038450', 'C0008301', 'C0581912']"
swam,['C0859032']
swd,"['C0036572', 'C0040822', 'C0040264']"
swear,"['C0558261', 'C0847488']"
sweeten,['C0020175']
sweetness,['C0020175']
swell,"['C0038999', 'C0205400', 'C0041834', 'C0332575', 'C0030232']"
swimmer,['C0205254']
swinging,['C0872410']
swirl,['C0443260']
swollen,"['C0038999', 'C0241157', 'C0205400', 'C0030232', 'C0332575']"
sws,"['C0751229', 'C0917799']"
sxb,['C0751229']
sydenham,"['C0007398', 'C0234133', 'C0240805', 'C0030552']"
symmetry,['C0429562']
sympathoexcitation,['C0149746']
sympathoexcitatory,"['C0149746', 'C0020578']"
sympathovagal,"['C0149746', 'C0020578']"
symphysiotomy,"['C0006157', 'C0156543']"
symptom,"['C0018681', 'C0030193', 'C0010200', 'C0015672', 'C0013404']"
symptomatic,"['C0231221', 'C0018681', 'C0036396', 'C0042571', 'C0030193']"
symptomatically,"['C0742985', 'C1096646', 'C0009806', 'C0235710']"
symptomatology,"['C0240805', 'C0022107', 'C0007398']"
symptomology,"['C0240805', 'C0007398', 'C0424230']"
symptoms,['C0004604']
syncitial,['C0038450']
syncopal,"['C0039070', 'C0235710', 'C0312422', 'C0220870', 'C0028084']"
syncytiotrophoblast,['C0860096']
syndemic,['C0237154']
syndrom,"['C0013362', 'C0004134', 'C0018991', 'C1273573', 'C0003862']"
syndromal,"['C0007398', 'C0240805']"
syndrome,['C0004134']
syndromenature,['C0004134']
syndromes,"['C0007398', 'C0240805', 'C0234133', 'C0004134', 'C0085628']"
synechium,['C0008767']
synovitis,['C1517205']
syringeal,['C0231530']
syringoma,['C0332573']
syrinx,"['C0038450', 'C0264576']"
systane,['C0026961']
systemic,['C1517205']
systemsproc,['C0542044']
taber,['C0554980']
tachyarrhythmia,"['C0039070', 'C0232201', 'C0428977']"
tachycardia,"['C0039070', 'C0020649', 'C0030252', 'C0428977', 'C0037763']"
tachycardic,"['C0277797', 'C0231835', 'C0240100', 'C0149746', 'C0578150']"
tachyphylaxi,['C0026961']
tachypneic,"['C0277797', 'C0034642', 'C0231835', 'C0035508', 'C0240100']"
tachypnoea,"['C0231835', 'C0010520', 'C0034642', 'C0085619', 'C0008033']"
taco,['C0859032']
tactile,['C0040264']
tafluprost,['C0026961']
tagsnp,['C0281825']
tah,['C0018932']
take,"['C0424092', 'C0085639']"
takotsubo,"['C0520886', 'C0039070', 'C0520887', 'C0235710']"
talk,['C0233481']
tame,['C0859032']
tampon,['C1384606']
tamponade,['C0019080']
tamsulosin,['C0242453']
tant,['C0235129']
tantrum,"['C0233844', 'C0028084', 'C0917801', 'C0872410', 'C0859032']"
tap,['C0013132']
taper,['C1517205']
tapping,['C0233844']
targetoid,"['C0332573', 'C0241157', 'C0041834']"
tarlov,"['C0036396', 'C0242143']"
tas,['C0859032']
tasking,['C0338656']
tat,['C0016927']
tattoo,['C0013491']
tattooing,['C0013491']
taut,['C0231530']
tb,['C0032739']
tblb,"['C0034079', 'C0743482', 'C0241235']"
tbln,['C0032739']
tbna,['C0034079']
tbsa,['C0013491']
tbus,['C0338656']
tbut,['C0026961']
tcd,['C0006318']
tcho,['C0347938']
tcz,['C1517205']
tdc,['C0040264']
tdi,['C0232257']
tdlu,['C0741302']
tdmus,['C0542044']
tdt,['C0281825']
teae,"['C0559546', 'C0027497', 'C0232602', 'C0033774', 'C1096646']"
tears,['C0026961']
teat,['C0311395']
technical,['C1299586']
technischen,['C0221232']
tecta,['C0003126']
teenager,['C0497406']
teens,['C0497406']
teeth,['C0149758']
teil,['C0221232']
teinase,['C1269955']
telangiectasia,"['C0030554', 'C0013362', 'C0013491', 'C0041834', 'C0030232']"
telangiectasium,"['C0004134', 'C0018991', 'C0041834']"
telangiectatic,['C0332573']
telegraph,['C0312422']
telerehabilitation,['C0871754']
telescoping,['C0002416']
television,['C0205254']
telltale,"['C0240962', 'C0037580']"
temp,"['C0043144', 'C0008031']"
temperament,['C0022107']
temperature,['C0085593']
temperatures,['C0085593']
tempora,['C0236018']
temporarily,['C0424092']
tenacity,['C0311395']
tender,"['C0332575', 'C0028081', 'C0003862', 'C0041834', 'C0232498']"
tenderness,"['C0232498', 'C0332575', 'C0028643', 'C0013491', 'C0541911']"
tendinitis,['C0036396']
tendinopathy,"['C0024031', 'C0036396']"
tendon,['C0241158']
tendonitis,['C0036396']
tenon,['C0241158']
tense,"['C0847488', 'C0872410', 'C0859032']"
tensile,['C0427008']
tension,['C0427008']
tensional,['C0427008']
teoa,"['C0034880', 'C0040264']"
terminally,['C0871754']
terminate,['C0424092']
terrible,"['C0558261', 'C0847488', 'C0028084']"
terribly,"['C0558261', 'C0847488']"
terror,['C0028084']
tertile,"['C0041667', 'C0497406']"
testam,"['C0013404', 'C0848168']"
tested,['C0032739']
tetanic,['C0231530']
tetany,"['C0020621', 'C0020461', 'C0037763', 'C0032617', 'C0030552']"
tethered,['C0231441']
tetherin,['C0016927']
tetrachloride,['C0728899']
tetrachoric,['C0578859']
tetrahydropyridine,['C0728899']
tetraplegic,['C0030552']
tetraplegium,"['C0522224', 'C0030552']"
tewl,['C0332575']
tfbut,['C0026961']
tfeq,['C0020175']
thalamotomy,['C0040822']
thaw,['C0085593']
thawing,['C0085593']
thee,['C0859032']
thenar,['C0231530']
theorie,['C0221232']
thermic,['C0020175']
thermode,['C0423571']
thermogenesis,['C0020175']
thermomixer,['C0085631']
thermoneutral,"['C0020578', 'C0149746']"
thermoneutrality,['C0553668']
thermoregulation,['C0020175']
thermoregulatory,"['C0149746', 'C0020578', 'C0020175']"
thiazide,['C0020461']
thickness,"['C0427008', 'C0205400']"
thieme,['C0221232']
thin,['C0205400']
thing,['C0233481']
thinness,"['C0497406', 'C0041667', 'C0020175', 'C0043094']"
thiopental,['C0020578']
thiopentone,"['C0020578', 'C0026961']"
thirst,"['C0020175', 'C0917801', 'C0013144', 'C0032617', 'C0027769']"
thirsty,"['C0234450', 'C0541992', 'C0917801', 'C0847488', 'C0027769']"
thoracic,['C0264576']
thoracocentesis,['C0019079']
thou,"['C0558261', 'C0847488']"
thought,['C0233481']
thrash,"['C0242143', 'C0008301']"
thrasher,['C0554980']
thrashing,"['C0242143', 'C0522224', 'C0231441', 'C0008301']"
threat,['C0233481']
thrifty,['C0497406']
thrill,"['C0859032', 'C0006318', 'C0558261', 'C0027769', 'C0028084']"
throat,"['C0010200', 'C0848340', 'C0037383', 'C0019825', 'C0424749']"
throb,"['C0751466', 'C0085636', 'C0030554', 'C0423571', 'C0220870']"
throbbing,"['C0085624', 'C0028643', 'C0085636', 'C0423571', 'C0030554']"
thrombocyte,['C0085702']
thrombocytopenia,"['C0038002', 'C1096646', 'C0020649', 'C0020639', 'C0239981']"
thrombocytosis,"['C0085702', 'C0239981', 'C0020639', 'C0038002']"
thromboembolism,['C0019080']
thromboembolus,['C0019080']
thrombopenia,"['C1096646', 'C0239981', 'C0020639', 'C0004093', 'C0085702']"
thrombophlebitis,"['C0013491', 'C0019080', 'C0003862']"
thrombopoiesis,['C0085702']
thrombose,"['C0019080', 'C0006318']"
thrombosis,['C0019080']
throw,['C0085639']
thunder,['C0558261']
thunderclap,"['C0234544', 'C0236018', 'C0018681', 'C0037763', 'C0007398']"
thunderstorm,['C0312422']
thyromental,"['C0037384', 'C0038450']"
thyrotoxic,"['C0020621', 'C0020461', 'C0020625', 'C0032617']"
thyrotoxicosis,"['C0020621', 'C0020461', 'C0020625']"
tia,"['C0002962', 'C0039070', 'C0235710', 'C0236018']"
tibc,['C1405524']
tibiotarsal,['C0311395']
tibolone,"['C0600142', 'C0239301']"
ticker,['C0312422']
tida,['C0020578']
tidal,"['C0020440', 'C0425488', 'C0700292', 'C0020578']"
tidemark,['C0241158']
tierarztl,['C0311395']
tiere,['C0221232']
ties,['C0233492']
tightening,"['C0008767', 'C0277845']"
tightness,"['C0427008', 'C0231230']"
tijuana,['C0237154']
tilting,['C0277845']
timekeeper,['C0041657']
timeout,['C0312422']
tinel,"['C0423571', 'C0231530', 'C0030554', 'C0277977', 'C0541911']"
tinetti,"['C0871754', 'C0425251']"
tinge,"['C0443260', 'C0577979', 'C0241157', 'C0030232']"
tingle,"['C0028643', 'C0085624', 'C0423571', 'C0030554', 'C0677500']"
tingling,"['C0028643', 'C0423571', 'C0030554', 'C0085624', 'C0677500']"
tinted,['C0085635']
tiny,['C0443260']
tire,['C0008301']
tired,"['C0847488', 'C0234450', 'C0857256', 'C0917801', 'C0848168']"
tissue,['C0241158']
tium,"['C0002962', 'C0236018', 'C0235710', 'C0039070']"
tke,['C0427008']
tlco,"['C0425488', 'C0085619', 'C0013404']"
tle,['C0036572']
tmin,['C0242429']
tms,['C0231530']
tnus,"['C0520887', 'C0520886', 'C0086439']"
tobacco,['C0337672']
tocilizumab,['C1517205']
tocolysis,['C0006157']
tocolytic,['C0006157']
toenail,['C0149758']
toggle,['C0542044']
toileting,"['C0425251', 'C0013132', 'C0232602']"
tokenization,['C0233647']
tolac,"['C0006157', 'C0156543', 'C0860096']"
tolerance,"['C0241526', 'C0392674']"
tolerization,['C0241526']
tolvaptan,['C0020461']
tomogram,['C0429562']
tomographic,"['C0034079', 'C0740844']"
tomography,"['C0740844', 'C0034079']"
tomographyint,['C0034079']
tomosynthesis,['C0034079']
tone,"['C0040264', 'C0231530']"
tonebp,['C0235396']
tongren,['C0085636']
tongue,"['C0019825', 'C0013132']"
tonicity,['C0235396']
tonometric,['C0232118']
tonotopy,['C0040264']
tonsillectomy,['C0019825']
tonsillitis,"['C0010200', 'C0011991']"
tonus,"['C0149746', 'C0037763', 'C0020578', 'C0231530', 'C0231230']"
toothpick,['C0008301']
tophaceous,['C0003862']
tophus,['C1517205']
toremifene,['C0239301']
torn,['C0948786']
tornado,"['C0312422', 'C0237154']"
torpedo,['C0234238']
torpid,['C0553668']
torpor,['C0553668']
torque,['C0427008']
torticolli,"['C0042571', 'C0030552', 'C0037763', 'C0038450', 'C0872410']"
tortuosity,"['C0427008', 'C0205400']"
totter,"['C0040822', 'C0234133', 'C0242143', 'C0004134']"
touching,"['C0008301', 'C0037383', 'C0542073']"
toughness,['C0427008']
tourette,['C0030318']
toxemia,"['C0000727', 'C0011991', 'C0149696', 'C0019080', 'C1313921']"
toxic,['C0728899']
toxicity,"['C0728899', 'C0559546']"
toxicosis,['C0728899']
tpha,['C0427629']
tppa,['C0016927']
trabecula,['C0241158']
trabeculation,"['C0205400', 'C0018800', 'C0264576']"
tract,"['C1313921', 'C0221198']"
traction,['C0427008']
tractional,['C0008767']
tractj,['C0242453']
tragic,['C0028084']
trali,"['C0700292', 'C0028961']"
tralus,"['C0028961', 'C0700292', 'C0020639', 'C0559546']"
tranquilizer,['C0917801']
transactional,['C0237154']
transaminase,"['C1096646', 'C0019209', 'C0239981', 'C0231528', 'C0020621']"
transbronchial,['C0034079']
transcortical,"['C0030552', 'C0013362', 'C0030554']"
transcranial,['C0040264']
transcutaneous,['C0030193']
transdiaphragmatic,"['C0264576', 'C0232118', 'C0038450']"
transepidermal,"['C0038990', 'C0033774', 'C0332575', 'C0677500']"
transforaminal,['C0036396']
transfus,['C0427629']
transgender,['C0558141']
transitioncancer,['C1269955']
transitory,['C0085628']
translate,['C0085639']
translucency,"['C0019572', 'C0205400']"
translucent,['C0443260']
transmigration,['C1269955']
transmitochondrial,['C0004134']
transmural,['C0241158']
transplacentally,['C0427629']
transpulmonary,"['C0232118', 'C0425488', 'C0700292']"
transrectal,['C0242453']
transthoracic,"['C0578150', 'C0264576']"
transudate,"['C0443260', 'C0020639', 'C0003962', 'C1405524']"
transudative,"['C0020639', 'C0443260']"
transurethral,['C0242453']
transvalvular,['C0427008']
transwoman,['C0558141']
trapezius,"['C0231530', 'C0024031']"
trapped,['C0231441']
trauma,"['C0030193', 'C0019080']"
traumatize,['C0438696']
travelling,['C0312422']
treatable,['C0231221']
treatement,['C0026961']
treatment,['C1517205']
